id,sentence,class
920,"Order means Company's form of purchase order or contract used for the purpose of ordering Equipment, Software, Services or Materials which is accepted by Supplier.",0
921,"""FTE"" means a fulltime technical person dedicated by ACT II to perform technical work on or directly related to the Third Line Plan, or in the case of less than a fulltime dedicated technical person, a fulltime equivalent technical person year, based upon a total of * (i.e., * of technical work on or directly related to the Third Line Plan.",0
922,10.7 Reservation of All Other Rights.,0
923,"If Supplier fails to deliver required replacements in accordance with a reasonable delivery date specified by Buyer, Buyer may terminate this order.",1
924,3.6 Delivery Default Rights.,0
925,5.2 SAFETY/REGULATORY MATTERS.,0
926,"[LOGO] April 5, 2000 Mr. David G. Neeleman JetBlue Airways Corporation 19 Old Kings Highway South, Suite 23 Darien, Connecticut 06820 Subject: Side Letter No.",0
927,The portions omitted have been filed separately with the Securities and Exchange Commission pursuant to such request for confidential treatment.,0
928,"1.7 ""Joint Technology"" means any (a) Technology that is first conceived or reduced to practice by one or more of Hon Hai's employees with one or more of Brocade's employees; provided in the case of a patentable invention that a party's contribution will meet the requirements for joint invention under United States law, or (b) joint work of authorship fixed in a tangible medium of expression prepared by one or more of Hon Hai's employees with one or more of Brocade's employees with the intention that their contributions be merged into inseparable or interdependent parts of a unitary whole.",0
929,f. Alteration.,0
930,Substantial Compliance.,0
931,"6.2 3M will establish a Drug Master File (DMF) with appropriate information for the CMC section of the regulatory submissions for Licensed Product, and will provide a letter of authorization to FDA or health authorities to access the DMF for regulatory submissions for Licensed Product.",1
932,"Article 6 QUALITY SYSTEM 6.1 General Quality Statement: Nephros product shall be manufactured, assembled and tested in compliance with Medica's internal quality system, Nephros supplied specifications and documentation, and to relevant ISO, EN and FDA standards, guidelines, and regulations.",1
933,The Indemnifying Party will be liable for the fees and expenses of counsel employed by the Indemnified Party for any period during which the Indemnifying Party did not assume the defense of any Third Party Claim (other than during any period in which the Indemnified Party failed to give notice of the Third Party Claim as provided above and a reasonable period after such notice).,1
934,"The actual orders shall provide details regarding specific Contract Products, mix, * Certain information on this page has been omitted and filed separately with the Commission.",1
935,Sisal shall have on all the Terminals supplied by Autotote or by EIS all of the rights provided in this art.,1
936,"SEPRACOR will have a right to credit for Licensed Product, only in the event Licensed Product is found not to meet the warranty set forth in Section 10.6.",1
937,"The representations, warranties and guarantees of Contractor and Customer contained in this Agreement shall survive the termination or cancellation of this Agreement.",1
938,8 through 10 of the Framework Agreement.,0
939,TERMS 4.1.,0
940,"TERM 2.1 This Agreement shall commence on the effective date set forth above and (subject to earlier termination according to the terms set out in this Agreement) shall expire on the first to occur of the date (i) Licensed Product is approved for sale in the U.S. or Europe, or (ii) five years from the Effective Date.",1
941,Customer shall provide to Contractor blanket purchase order numbers for Contractor's use in ordering Product Supplies.,1
942,"(c) In order for any Indemnified Party to be entitled to any indemnification under this agreement in respect of a claim that does not involve a Third Party Claim (a ""Claim""), the Indemnified Party must reasonably promptly notify the Indemnifying Party of that Claim, and describe in reasonable detail the basis for that Claim, except that any failure to give any such notification will only affect the Indemnifying Party's obligation to indemnify the Indemnified Party if the Indemnifying Party has been prejudiced as a result of that failure.",1
943,"1.7 ""PARTY"" shall mean either Eon or DAS; ""PARTIES"" shall mean Eon and DAS.",1
944,MOPAC shall use its best efforts to produce and deliver to Biopure Material ordered by Biopure pursuant to such purchase orders.,1
945,"[******] of the end of the [******] (each, a [******].",0
946,4.4 REPORTING AND ACCESS.,0
947,"Statement of Work means a mutually agreed upon Order which provides a clear, concise and complete description of the work to be performed by Supplier.",0
948,"(B) ASE agrees that it shall, at all times, keep all of the Bailed Property within the relevant ASE Facility unless otherwise authorized in writing in advance by Motorola.",1
949,"Contractor further warrants that all employees involved in its HACCP plan have been trained and are aware of all HACCP related activities in their immediate work areas and that the training and activities of such persons have been and will continue to be duly documented and that all necessary sanitation SOP's will be established, documented and implemented from time to time throughout the term of this Agreement.",1
950,A fully executed original will be returned to you for your records.,1
951,3.1.2.,0
952,"CUSTOMER SUPPORT 3.1 CUSTOMER SUPPORT REPRESENTATIVE To assist New Air in its V2500 Engine operation, a customer support representative will be stationed on site at New Air's main base at New York City's JFK Airport for a minimum period of twelve (12) months commencing three (3) months prior to Aircraft entry into service at no charge to New Air.",1
953,The Software may include software and documentation that are owned by third parties and distributed by Supplier under license from the owner.,1
954,"0000424648 at the Commerzbank Berlin, code number (Bankleitzahl) 120 400 00.""",0
955,3M will perform release testing of all batches to agreed upon Specifications.,1
956,"2 to the V2500 General Terms of Sale between IAE International Aero Engines AG (""IAE"") and New Air Corporation (""New Air"") dated May 4, 1999 Gentlemen: We refer to the V2500 General Terms of Sale bearing reference marks P:\NewAir\airgta.doc dated May 4, 1999 between IAE and New Air, as amended by Side Letter No.",0
957,"1.6 ""SEPRACOR Components"" means all components and ingredients, other than Compound, supplied by or on behalf of SEPRACOR for manufacturing Licensed Product.",0
958,4.3 Rejection.,0
959,Customer will pay for all shipper damage and shortage claims relating to Product Supplies furnished by Customer.,1
960,These schedules shall include a firm commitment for the first two (2) weeks and a nonbinding estimate for the remaining six (6) weeks of the schedule.,1
961,84 NTZP17AG OPTera Connect DX S/W R. 1.0 OPC Kit (SONET) 2 NTCA62AD OC192 Application 4 Fiber BLSR / Linear ADM 21 NTCA64DA OPTera DX Connect Release 1.0 Documentation 19 NT7E46HC SM Optical Patchcord 15m (SCtuned) 168 NTCA06FM ELEAF OC192 TR (Univ) 1533.47nm DWDM / SR Rx 1 NTCA06GM ELEAF OC192 TR (Univ) 1535.04nm DWDM / SR Rx 1 NTCA06XM ELEAF OC192 TR (Univ) 1555.75nm DWDM / SR Rx 1 NTCA06LM ELEAF OC192 TR (Univ) 1557.36nm DWDM / SR Rx 1 4,0
962,"Autotote shall be directly responsible to Sisal for the obligations and warranties for the entire twenty thousand (20,000) Terminals, as per the provisions of this Agreement.",1
963,"If in the event that all or any of Eon's GMP procedures that could effect the Product are or become the subject of an investigation, inspection or other inquiry by a Regulatory Authority and such investigation, inspection or inquiry results in the issuance of corrective actions, warning letters or other notices (whether or not they require immediate corrective action) related to GMP procedures for the Product, Eon shall promptly inform DAS of such actions and provide DAS an opportunity to review and consult with Eon regarding the situation and Eon's intended course of action.",1
964,Buyer is not obligated to accept partial deliveries or excess deliveries.,1
965,"All Material purchased and sold hereunder shall be sourced from the MOPAC Plant, as follows: (a) Beginning promptly following the execution and delivery of this Agreement, MOPAC shall build at MOPAC's expense a segregated &quot;spur&quot; area (the &quot;Spur Facility&quot;) from which all Material purchased and sold hereby will be sourced.",1
966,"3 1.15 ""3M KnowHow"" means 3M Confidential Information and any other information or data of 3M or 3M IPC useful in developing, optimizing, manufacturing, or gaining regulatory approval of Licensed Product, including any toxicological data, provided by 3M.",0
967,"1 Security Object 1.1 Under the Framework Agreement NOVOSTE committed itself to pay to BEBIG monthly investment grants of DM 100,000.00 each for a period of 15 months, starting in November 1996.",1
968,"1 1.1:2 Throughout this Agreement, whenever required by the context, the singular includes the plural and vice versa and any gender includes any other gender.",0
969,These reviews are agreed to be a key activity of the Parties.,1
970,"In order to reject a shipment, DAS must (i) give notice to Eon of DAS's intent to reject the shipment within fifteen (15) business days (i.e., a day on which DAS and Eon are each open for business) of receipt together with a written indication of the reasons for such possible rejection, and (ii) as promptly as reasonably possible thereafter provide Eon with notice of final rejection and the full basis therefor; provided, however, that in the case of Product having a latent defect that could not have been discovered upon reasonable examination, DAS must only give notice of its intent to reject within five (5) business days after discovery of such defects.",1
971,"ANY ADDITIONAL OR DIFFERENT TERMS IN SUPPLIER'S INVOICES, BILLING STATEMENTS, ACKNOWLEDGEMENT FORMS OR OTHER DOCUMENTS ARE DEEMED TO BE MATERIAL AND ARE OBJECTED TO WITHOUT FURTHER NOTICIFICATION BY BUYER, and shall be of no force or effect unless specifically agreed to in writing.",1
972,"Supplier acknowledges that Buyer is to be considered the author of such works, and hereby irrevocably grants to Buyer, its successors and assigns all rights, title and interest in such works worldwide.",1
973,"New Air will provide reasonable office facilities for the Customer Support Representative, free of charge.",1
974,Risk of damage or loss to Product shall remain with Contractor until Product is shipped F.O.B.,1
975,8.2.,0
976,Motorola's actual orders for the Contract Products shall also be placed with ASE periodically.,1
977,SALES CEO Title Title 5399 5599 Date Date Page 4 of 4,0
978,Nothing in this agreement affects the ownership by any party of any Intellectual Property owned or in the possession of that party on the date of this agreement or Intellectual Property developed independently of this agreement or without reference to any of the Confidential Information or Intellectual Property of Medica (in the case of Nephros) or Nephros (in the case of Medica).,0
979,"3M shall respond promptly to all inquiries by any Authority concerning the information referenced by SEPRACOR pursuant to Sections 6.3 (a) and 6.3(b), and shall share the general substance of the inquiry and the response with SEPRACOR.",1
980,2 (c) Nephros shall deliver each purchase order for quantities of the Cartridge at least 60 days in advance of the delivery date specified in that purchase order.,1
981,"(2) Sepracor Inc. (""SEPRACOR""), having a principal office at 111 Locke Drive, Marlborough, MA 01752.",0
982,"ASE shall provide the Motorola Employees with designated and secure office space and full access to conference rooms and food, rest and parking facilities.",1
983,"Medica shall promptly notify Nephros if it experiences any significant problems in manufacturing Cartridges, shall use commercially reasonable efforts to resolve those problems, and shall keep Nephros informed of the status of those efforts.",1
984,"6 7 [***] 4.04 In the event Star does not timely pay any amounts due B&amp;W pursuant to this Agreement, Star shall pay late charges on such past due amounts at a monthly rate of [***].",1
985,"At the request of Medica from time to time, Nephros shall furnish Medica with certification of insurance evidencing that insurance and shall provide at least 30 Business Days prior written notice to Medica of any cancellation of or decrease in the amount of coverage provided by any such policy.",1
986,"Subject to the terms and conditions set forth in this Article 6.1.2, the Manufacturing Fees for calendar year 2003 and any subsequent calendar year will be calculated on the basis of the (i) U.S.",1
987,"1.8 ""PRODUCT"" shall mean [******] hereunder by Eon that meet the Specifications.",1
988,"(G) Motorola may take possession of any equipment that is Bailed Property at any time such item(s) have not been utilized by ASE for any reason for a period of five (5) consecutive calendar days to meet any unfilled requirement for the Work, whether because of any events or conditions set forth in Section 27 hereof or otherwise.",1
989,Motorola shall have the right to enter an ASE Facility at any time during ASE's regular business hours to inspect and account for the Bailed Property.,1
990,With a view to these investment grants BEBIG committed itself to a series of obligations in favor of NOVOSTE.,1
991,Charges and maximum storage obligations are described in Exhibit I 3.5.,0
992,Article 4 QUALITY OF THE CARTRIDGE 4.1 Conformity with Specifications.,0
993,"The aforesaid products are hereinafter collectively referred to as ""Product""; WHEREAS, Contractor desires to pack Product for Customer at Contractor's facility at Anaheim, California (""Contractor's Facility"" or ""Anaheim Facility""); NOW, THEREFORE, in consideration of the mutual covenants and conditions hereinafter set forth, Customer and Contractor mutually agree as follows: 1.",0
994,"In submissions where a right of reference is demonstrated to be inadequate, 3M shall prepare a proprietary dossier including information which is necessary or required by law to obtain regulatory approval of Licensed Product.",1
995,"Subject to paragraph 6.2, this Agreement shall be renewed for consecutive oneyear terms beginning September 1, 2007 and each year thereafter (the ""Renewal Term(s)"").",1
996,"Supplier is in the business of selling computers and computer components including pointofsale electronic equipment, hardware, and software, and providing related services for such use in retail operations, such as the operation of the Coffee Stores.",0
997,"(b) If Medica does not agree that one or more Cartridges constitute Nonconforming Cartridges, the Joint Review Committee, consisting of Quality Assurance representatives from both companies, must consider the matter.",1
998,Supplier does not warrant that the operation of the Software will be error free.,1
999,"2 1.9 Contractor shall make available, at Customer's request, the results of all federal, state and local inspection reports and sanitation audits, conducted from thirty (30) days before to thirty (30) days after the term of this Agreement, and relating to or affecting (i) Contractor's Facility; or (ii) equipment, raw produce, raw materials, ingredients, packaging materials, workinprocess or Product located therein.",1
1000,"such other certificates and confirmations as described in the Quality Agreement, each such certificate signed by an authorized signatory of Patheon.",0
1001,"If the Parties are unable to agree in writing to a Project Plan within (30) days after the execution of this Agreement, either Party may terminate this Agreement by providing written notice to the other Party prior to execution of the Project Plan.",1
1002,"Contractor shall further assume full responsibility for, and indemnify and hold Customer harmless from and against, any and all liability, loss, damage, cost or expense (including court costs and attorney fees but not any indirect, special or consequential damages or lost profits) with respect to Product Supplies and Product in the care, custody or control of Contractor to the extent such loss or damage is not covered by the insurance described in this paragraph.",1
1003,"BEBIG manufactures radioactive sealed Strontium90 sources (BEBIG Product Code SrO.SO 3) in units called seedtrains usable in the Restenosis device (hereinafter referred to as ""SeedTrains"").",0
1004,"NOW, THEREFORE, in consideration of the mutual covenants and promises herein contained, MOPAC and Biopure agree as follows: ARTICLE I SUPPLY OF MATERIAL I.1 Requirements Supply.",0
1005,"If the Indemnifying Party assumes defense of any Third Party Claim, the Indemnified Party will be entitled to participate in the defense of that Third Party Claim and to employ counsel, at its own expense, separate from counsel employed by the Indemnifying Party, it being understood that the Indemnifying Party will be entitled to control that defense.",1
1006,"In order to be entitled to reject any Cartridge, Nephros must notify Medica of any failure of the Cartridge to meet the Specifications or otherwise comply with this agreement.",1
1007,Licensed Product that is to be used in clinical trials shall be manufactured and tested under cGMPs and the applicable Investigational New Drug Application.,1
1008,"Medica shall also maintain, consistent with the manufacturer's recommendations, an inventory of spare parts of all equipment they use to manufacture the Cartridge.",1
1009,2 This Agreement does not limit in any way Motorola's right to perform the Work (as defined below) or to have others to perform the same or similar Work on the Contract Products (as defined below) for any reason.,0
1010,"""Total Third Line Cost"" means the total amount of the costs incurred by ACT II, calculated as of the date of Validation Completion, for activities performed pursuant to the Third Line Plan, including without limitation the purchase of equipment and the design, engineering, construction and validation activities so performed.",0
1011,"If the parties mutually and reasonably determine that any items covered by this order are defective or otherwise not in conformity with the requirements of this order, Buyer, by written notice to Supplier, may (a) rescind this order as to such items, (b) accept such items at an agreed reduction in price, (c) retain and correct the defects or nonconforming aspects of such items or (d) reject such items and require the delivery of replacements.",1
1012,"(a) DAS may reject any portion of any Lot Quantities that (i) does not fully conform to the Specifications or (ii) is adulterated or misbranded within the meaning of the Federal Food, Drug and Cosmetic Act.",1
1013,The final Third Line Plan will be attached to this Amendment as Exhibit A 1.,1
1014,IAE will provide New Air free of charge with two (2) hard copies of each applicable V2500 manual and as many CDROM copies as may be reasonably necessary; hard copies of V2500 manuals not available on CDROM will be provided to New Air free of charge as may be reasonably required and IAE shall undertake to make reasonable efforts to provide such hard copy manuals to New Air in a CDROM format.,1
1015,ASE shall grant the Motorola Employees full access to the areas of the ASE Facility where the Contract Products are manufactured or located.,1
1016,"becomes known to Contractor on a nonconfidential basis through a third source whose own acquisition and disclosure were entirely independent of Contractor, not in breach of any obligation hereunder and not on a confidential basis; or 8.2.d.",0
1017,Customer shall reproduce all copyright notices and any other proprietary legends on any copy of the Software made by Customer.,1
1018,"After filing a response with any Governmental Authority, Medica shall within 5 Business Days notify Nephros of any further contacts with that Governmental Authority with respect to that response.",1
1019,c. Prices Exclusive of Taxes.,0
1020,"(b) In the event of a Third Party Claim against one or more Indemnified Parties, the Indemnifying Party may participate in the defense of that Third Party Claim and, if it so chooses, assume at its expense the defense of that Third Party Claim with counsel selected by the Indemnifying Party and reasonably satisfactory to the Indemnified Party.",1
1021,"Based upon the foregoing, and in consideration of the mutual promises set forth herein, and other good and valuable consideration, the receipt and sufficiency of which is hereby acknowledged, Customer and Supplier (collectively, the ""Parties"") hereby agree as follows, 1.",0
1022,"(c) All notices, requests and other communications hereunder shall be in writing and shall be delivered in accordance with the SPA.",1
1023,"Contractor shall examine all Product Supplies and shall have final responsibility for accepting or rejecting Product Supplies which do not conform with: (i) the specifications, formulas and standards set forth or referenced in Exhibit II; (ii) the other terms and conditions of this Agreement; and (iii) federal, state and local laws, rules, regulations and guidelines.",1
1024,"Nephros shall pay all freight, insurance, duties, and other fees (except tax on income to Medica) incurred in connection with sale and shipment of Cartridges under this agreement.",1
1025,"For each lot of Product shipped to DAS, Eon will send to DAS's offices copies of all applicable quality and testing records, and any other documents reasonably required for DAS to demonstrate that the Product conforms to all applicable Regulatory Authority requirements, which shall be in a form reasonably acceptable to DAS.",1
1026,"(b) It is a condition of Medica's ability to timely deliver the Cartridges ordered in any purchase order that Nephros Europe causes Membrana, or another fiber supplier as specified by Nephros, to deliver to Medica, at Nephros' cost and no later than 60 days prior to the delivery date specified in the purchase order, a sufficient quantity of fiber conforming to the Specifications to permit Medica to manufacture those Cartridges.",1
1027,"DURATION AND TERMINATION The Agreement shall become effective on the date hereof and, subject to earlier termination in accordance with Section 30 hereof, it shall continue to be in full force and effect for five (5) years.",1
1028,g. Media.,0
1029,A.,0
1030,4.,0
1031,"Consent to amend the Scaleup Program shall not be unreasonably withheld or delayed, provided that an appropriate adjustment shall be made in the timetable, manhours or other matters affected thereby to allow for any variation in the time required to complete the Scaleup Program as a consequence of an amendment.",1
1032,The Firm Commitment will be utilized by B&amp;W as the basis for acquiring the necessary Tobacco Materials to manufacture the Brands.,1
1033,"If the Indemnifying Party chooses to defend or prosecute a Third Party Claim, all the parties shall cooperate in the defense 15 or prosecution of that Third Party Claim, including by retaining and providing to the Indemnifying Party records and information reasonably relevant to that Third Party Claim, and making employees available on a reasonably convenient basis.",1
1034,Motorola makes no representation or warranty with respect to the accuracy of any * Forecast.,0
1035,Customer agrees to pay all such additional charges as invoiced by Supplier.,1
1036,Medica shall handle any and all international product complaints and vigilance reporting that results from the use of Nephros product.,1
1037,"Company and any subsequent purchaser may copy the Software for use on such Equipment with or for which it was delivered, and for archival purposes, but shall not knowingly reproduce either the original operating system software or other of the Software for distribution to other users.",1
1038,"AMENDMENT TO MANUFACTURING AND SUPPLY AGREEMENT THIS AMENDMENT (the ""Amendment"") is made and entered into as of December 22, 2003 to the Manufacturing and Supply Agreement entered into as of August 6, 1997 by and between JPI PHARMACEUTICA INTERNATIONAL, a division of Cilag AG International Zug (""JPI""), JANSSEN PHARMACEUTICA INC. (""JANSSEN US"") and ALKERMES CONTROLLED THERAPEUTICS INC. II (""ACT II""), as amended (the ""Agreement"") (any terms used but not defined herein shall have the meaning set forth in the Agreement).",0
1039,"d) Complaint investigations shall be a shared process between Medica (QA, Manufacturing, and Engineering) and Nephros (QA and R&D).",1
1040,Eon agrees to keep DAS reasonably informed on Product quality control and any other issues concerning the Product or the manufacture thereof.,1
1041,IAE will make reasonable efforts to place an emergency spare engine for lease at New Air's base at John F. Kennedy International Airport in New York.,1
1042,RISK OF LOSS 5.1.,0
1043,8.3 Records.,0
1044,4.2.,0
1045,Provisions Applicable To Purchase Of Equipment And Materials 1015 III.,0
1046,"The following terms will have the following meanings: ""Depreciation Credit"" means an amount calculated by dividing the Total Third Line Cost by the divisor of *, representing * for depreciation multiplied by * of Product per year.",1
1047,3 shall have the meanings assigned thereto in the Contract.,1
1048,"Therefore, all references to ""[****] hours"" in Exhibit D1 are hereby changed to ""[****] hours (or [****] cycles, whichever comes first).""",0
1049,The laboratory prototype shall perform the appropriate functions (except the scanner shall be 3.25 inches wide without printer) and shall not be in final assembly form.,1
1050,Any of the following acts by Supplier shall constitute acceptance of this order and all of its terms and conditions: Signing and returning a copy of this order; delivery of any of the goods ordered; informing Buyer in any manner of commencement of performance; or returning Supplier's own form of acknowledgment.,1
1051,"This Project Plan shall provide both Parties with a general overview of the nature of Customer's operation, and shall clearly specify the Equipment, Software and Services which Customer will need to purchase from Supplier to properly manage and operate the Coffee Stores during the term of this Agreement.",1
1052,The parties hereby agree to amend the terms of the Contract as follows: 1.,1
1053,No additional terms may be imposed by a Purchase Order.,1
1054,"Provisions Applicable To Maintenance 2430 Services For Equipment Audit 26 Breakage, Disappearance and Condition 2627 Contents of Maintenance Order 2526 Contingency 27 Definitions 25 Eligibility for Maintenance Services 27 Engineering Changes 27 Identification Credentials 2728 Maintenance Charge Changes 28 Maintenance Credit 28 Maintenance Facilities 28 Maintenance Services 25 Precautions 29 Technical Information, Software and Programming Aids 29 Title 29 Training and Technical Service 29 Type of Maintenance Services 29 Warranty 30 V. General Provisions Applicable 3147 To Entire Agreement Assignment and Subcontracting 34 Assignment by Company 3334 CFC Packaging 34 Change 3435 Choice of Law 35 Clause Headings 35 Cleanup 35 Compliance with Laws 35 Default 36 Effective Date and Duration of Agreement 33 Emergency 36 Entire Agreement 47 Force Majeure 3637 Future Improvements and Benefits 37 Government Contract Provisions 37 Harmony 37 4 ARTICLE DESCRIPTION PAGE Heavy Metals in Packaging 38 Identification 38 Impleader 38 Indemnity 3839 Infringement 39 Insurance 40 Invoices and Terms of Payment 4041 Mediation 41 Nonexclusive Market Rights 4142 Notices 42 Order 33 Order Termination 43 Ordering Companies 33 Ozone Depleting Substances 43 Publicity 42 Quarterly Reports 43 Releases Void 43 Right of Entry and Plant Rules 43 Scope of Agreement 33 Severability 44 Shipping 44 Standards 44 Supplier's Information 45 Survival of Obligations 45 Taxes 4546 Timely Performance 46 Tools and Equipment 46 Use of Information 46 Variation of Quantity 46 Waiver 46 Work Done by Others 47 5 ARTICLE DESCRIPTION PAGE Signature Page 48 Attachment A Pricing 4950 Attachment B Premium Support Offerings 5160 Clarent Care(TM) Premium Support Offerings: 53 Support Schedule: 53 Installation and Implementation Offering: 5354 Hardware: 5354 Software: 54 Planning: 54 Pricing: 5455 Premium Support Offerings 5455 APPENDIX A: Definitions 5657 APPENDIX B: Premium Support Schedule 57 APPENDIX C: Copy of the North American Support Contract 58 Definitions, Premium Support Plan Provisions 5960 Attachment C Escrow Agreement 6172 Attachment D Acceptance Test Process 7379 Attachment E Site Preparation Specifications 8082 Attachment F Site Specific Term Sheet 8389 6 Article I Definitions Applicable To The Entire Agreement DEFINITIONS The definitions of this Article, which are set forth below, apply to all the Articles of this Agreement: Acceptance Test Process or ATP means the process by which Supplier will test the System(s)'compliance with the Specifications and is set out on Attachment D. Associated Entity means a corporation, partnership or venture, a majority of whose voting stock or ownership interest is owned directly or indirectly by AT&amp;T Corp. Company means AT&amp;T Corp. or an Associated Entity which enters into or issues an Order under this Agreement.",0
1055,"Licensed Net Selling Prices and/or ROW Licensed Net Selling Prices for such calendar year (expressed in USD at the exchange rates then applied by JANSSEN in accordance with its normal accounting procedures), as applicable, for each Presentation Form of the Final Product and (ii) the total amount of Product expressed in units that has been Manufactured and shipped pursuant to Article 4 by ACT II for such calendar year.",1
1056,"(d) This agreement constitutes the valid and binding obligation of Nephros, enforceable in accordance with its terms, except as enforceability is limited by (A) any applicable bankruptcy, insolvency, reorganization, moratorium or similar law affecting creditors' rights generally, or (B) general principles of equity, whether considered in a proceeding in equity or at law.",0
1057,"2 3 ""WORK"" means specified assembly, test and associated services to be provided by ASE on finished Die owned by Motorola for the manufacture of the Contract Products.",0
1058,"If the results conclude that the Product conformed to the Specifications, DAS shall reimburse Eon amounts paid to the testing laboratory.",1
1059,"At Nephros's request to Medica from time to time, Medica shall furnish Nephros with certification of insurance evidencing that insurance and shall provide at least 30 Business Days prior written notice to Nephros of any cancellation of or decrease in the dollar amount of coverage provided by any such policy.",1
1060,"1.14 ""TERM"" shall have the meaning set forth in Section 6.1 hereof.",1
1061,(c) Eon shall ship Product in full Lot Quantities F.O.B.,1
1062,"ASE shall return all Bailed Property to Motorola FOB ASE's dock in its original condition, less ordinary wear and tear, upon expiration or termination of this Agreement.",1
1063,"Repairs necessitated during the warranty period by any of the foregoing causes specified in Section 4.4 may be made by Supplier, and Customer shall pay Supplier standard charges for time and materials, together with all shipping and handling charges arising from such repairs.",1
1064,"Notwithstanding the foregoing, attachments provided by ASE which, in both parties reasonable opinion, may be readily removed without reducing the value of the Bailed Property shall remain the property of ASE.",1
1065,(b) Nephros may not revise in any subsequent Rolling Forecast the forecast for months 2 and 3 in any Rolling Forecast (month 1 being the earliest month in any Rolling Forecast).,1
1066,1.2 Contractor agrees to pack Customer's requirements for Product up to __________ cases per year.,1
1067,"As used in this definition of ""Affiliate,"" the term ""control"" shall mean, as to an entity, (a) direct or indirect ownership of *** or more of the voting interests or other ownership interests in the entity in question; (b) direct or indirect ownership of *** or more of the interest in the income of the entity in question; or (c) possession, directly or indirectly, of the power to direct or cause the direction of management or policies of the entity in question (whether through ownership of securities or other ownership interests, by contract or otherwise).",1
1068,"The * Forecast shall establish the minimum capacity of ASE to be available to Motorola during each month of the immediately following * period, upon the acceptance thereof by ASE.",1
1069,"Eon will inform DAS of any deviations from GMP procedures that may affect the quality, potency or strength of the Product.",1
1070,"For purposes of determining Nephros's compliance with its obligations under Section 3.2(b), Nephros will be deemed to have purchased in the month of the original date of delivery any Cartridges the delivery of which was postponed in accordance with this Section 3.2(f).",1
1071,Manufacturing of Star's Brands.,0
1072,"MANUFACTURING AND SUPPLY AGREEMENT THIS MANUFACTURING AND SUPPLY AGREEMENT (the ""AGREEMENT"") is made effective as of the 19th day of December, 2003 (the ""EFFECTIVE DATE"") by and between SANTARUS, INC., a Delaware corporation, having offices at 10590 West Ocean Air Drive, Suite 200, San Diego, California 92130, U.S.A. (""SANTARUS"") and PATHEON INC., a corporation incorporated under the laws of Canada, having offices at 7070 Mississauga Road, Suite 350, Mississauga, Ontario L5N 7J8, CANADA (""PATHEON"").",0
1073,4 6.2.,0
1074,"7, royalty free license to use the Autotote ""Software"" (defined in Exhibit 1) and Autotote firmware solely in connection with the Terminals.",1
1075,"[****] Represents material which has been redacted and filed separately with the Commission pursuant to a request for confidential treatment pursuant to Rule 406 under the Securities Act of 1933, as amended.",0
1076,"NOW THEREFORE, in consideration of the foregoing and the mutual covenants and agreements set forth below and in the Quality Agreement and the Capital Agreement, the Parties agree as follows: ARTICLE 1 DEFINITIONS 1.1 ""AFFILIATE"" means any individual, corporation, association, or other business entity, which directly or indirectly controls, is controlled by, or is under common control with the Party in question.",1
1077,"AGREEMENT THIS AGREEMENT MADE EFFECTIVE AND EXECUTED AS OF JULY 29,1999 (the ""Effective Date"").",0
1078,"BETWEEN: EBidd.com, INC. Suite 980 1500 West Georgia Street Vancouver, BC Canada V6G 2Z6 (""EBIDD"") AND: Laurier Limited.",0
1079,"Suite E, Regal House Gibraltar (""LAURIER"") WHEREAS: A. EBIDD is in the business of online auctions; B. LAURIER is a company who holds certain rights to certain software code that they wish to sell to E Bidd (the ""Transaction""); C. EBIDD and LAURIER agree that this Agreement will constitute a binding agreement upon them in respect of the Transaction, such to be on the terms and conditions contained herein; NOW THEREFORE THIS AGREEMENT WITNESSES that in consideration of the covenants and agreements herein contained, the parties hereto do covenant and agree (the ""Agreement"") each with the other as follows: I .",0
1080,"Rei)resentations And Warranties 1.1 LAURIER represents and warrants to EBIDD that LAURIER has good and sufficient right and authority to enter into this Agreement and carry out its obligations under this Agreement on the terms and conditions set forth herein, and this Agreement is a binding agreement upon LAURIER enforceable against it in accordance with its terms and conditions.",0
1081,"82 1.2 EBIDD represents and warrants to LAURIER that EBIDD has good and sufficient right and authority to enter into this Agreement and carry out its obligations under this Agreement on the terms and conditions set forth herein, and this Agreement is a binding agreement upon EBIDD enforceable against it in accordance with its terms and conditions.",0
1082,2.,0
1083,"Software Riehts Purchase 2.1 The parties agree that, subject to the terms and conditions of this Agreement, LAURIER will sell the worldwide exclusive rights to the software described substantially in Appendix A and Appendix B (""the Software"") to EBIDD for 10,000,000 144 restricted shares of EBIDD (""the Purchase Price"").",1
1084,2.2 The worldwide rights to the software will be for a period of 20 years.,1
1085,3.,0
1086,General 3.1 Time and each of the terms and conditions of this Agreement shall be of the essence of this Agreement.,1
1087,3.2 This Agreement constitutes the entire agreement between the parties hereto in respect of the matters referred to herein.,0
1088,"3.3 The parties hereto shall execute and deliver all such further documents and do all such acts as any party may, either before or after the execution of this Agreement, reasonably require of the other in order that the full intent and meaning of this Agreement is carried out.",1
1089,3.4 No amendment or interpretation of this Agreement shall be binding upon the parties hereto unless such amendment or interpretation is in written form executed by all of the parties to this Agreement.,1
